"","carat","cut","color","clarity","depth","table","price","x","y","z"
"1019",1.03,"Very Good","F","SI2",62,58,4414,6.43,6.51,4.01
"1020",1,"Good","F","SI2",64.1,58,3799,6.35,6.26,4.04
"1021",0.23,"Very Good","D","VS2",62.9,57,402,3.92,3.97,2.48
"1022",1.36,"Ideal","F","SI2",62,56,7157,7.08,7.11,4.4
"1023",0.71,"Premium","H","VS1",62.4,58,2572,5.73,5.68,3.56
"1024",1.09,"Ideal","J","SI1",61.4,55,4565,6.61,6.67,4.08
"1025",0.42,"Good","E","SI1",63.6,61,945,4.73,4.7,3
"1026",1.36,"Good","G","SI1",64.3,59,7549,6.93,6.85,4.43
"1027",0.7,"Very Good","F","SI2",58.8,57,2020,5.85,5.89,3.45
"1028",0.31,"Premium","E","VVS1",62,59,1012,4.34,4.3,2.68
"1029",1.51,"Ideal","I","SI1",62.7,57,8400,7.35,7.3,4.59
"1030",0.53,"Good","J","VS2",63.8,57,1122,5.12,5.1,3.26
"1031",0.71,"Ideal","F","SI2",60.7,57,2291,5.78,5.81,3.52
"1032",2,"Good","G","I1",63.9,58,6854,7.99,7.91,5.08
"1033",0.64,"Good","G","VS2",64.1,55.3,1906,5.43,5.45,3.49
"1034",0.9,"Very Good","G","VS1",62.4,55,4358,6.11,6.17,3.83
"1035",0.9,"Very Good","D","VS2",60.9,62,4804,6.11,6.18,3.74
"1036",1.23,"Ideal","F","VVS2",61.8,56,11141,6.89,6.84,4.24
"1037",0.35,"Ideal","F","VS1",61.4,55,923,4.54,4.58,2.8
"1038",1.53,"Premium","J","VS2",62.9,59,7554,7.34,7.31,4.61
"1039",0.74,"Premium","J","SI1",61.6,59,1931,5.82,5.77,3.57
"1040",0.58,"Very Good","D","VS2",60.2,57,1977,5.41,5.45,3.27
"1041",0.9,"Very Good","G","SI2",61.4,58,3489,6.16,6.21,3.8
"1042",1.5,"Good","E","VS2",63.7,56,13653,7.18,7.16,4.57
"1043",0.76,"Very Good","G","VVS2",61.5,59,3394,5.83,5.91,3.61
"1044",0.41,"Very Good","F","SI1",63,56,705,4.71,4.78,2.99
"1045",0.51,"Ideal","H","SI1",59.9,56,1192,5.19,5.23,3.12
"1046",0.73,"Good","I","SI2",63.7,57,1610,5.76,5.67,3.63
"1047",0.36,"Ideal","F","SI1",62,56,770,4.59,4.54,2.83
"1048",0.71,"Very Good","F","VS2",63.1,58,2588,5.65,5.7,3.58
"1049",1.03,"Ideal","F","SI1",62.6,57,5366,6.42,6.46,4.03
"1050",0.3,"Good","J","VS1",63.4,57,394,4.23,4.26,2.69
"1051",0.34,"Premium","E","VS2",61.1,60,956,4.48,4.45,2.73
"1052",1.07,"Ideal","F","VS2",61,54,7564,6.59,6.62,4.03
"1053",0.34,"Premium","D","SI1",61.2,58,803,4.49,4.47,2.74
"1054",0.76,"Ideal","E","VS1",62.1,57,2947,5.82,5.87,3.63
"1055",0.32,"Ideal","G","VVS1",61.8,56,1008,4.41,4.39,2.72
"1056",2.01,"Very Good","H","SI2",62.2,63,12423,8.01,7.93,4.96
"1057",0.43,"Very Good","G","VS2",62.4,56,852,4.84,4.87,3.02
"1058",0.32,"Premium","D","VVS2",61.5,60,926,4.37,4.41,2.7
"1059",0.31,"Good","E","SI1",63.6,57,698,4.3,4.28,2.73
"1060",0.24,"Very Good","E","VVS1",60.6,59,521,4,4.02,2.43
"1061",0.3,"Ideal","G","VS1",61.4,57,776,4.34,4.29,2.65
"1062",0.52,"Ideal","D","VS2",61.8,55,1919,5.19,5.16,3.2
"1063",1.39,"Ideal","G","VVS2",61.4,54,12462,7.22,7.3,4.44
"1064",2.01,"Premium","D","SI2",61.8,59,17235,8.15,8.07,5.01
"1065",0.8,"Ideal","D","SI2",61.5,58,3173,5.97,6,3.68
"1066",0.31,"Ideal","D","VS2",61.2,55,734,4.37,4.39,2.68
"1067",0.31,"Very Good","G","VVS2",63.2,58,907,4.32,4.26,2.71
"1068",0.52,"Very Good","J","VS2",60.7,56,1141,5.19,5.23,3.16
"1069",0.51,"Ideal","G","VVS2",61.3,57,1875,5.12,5.15,3.15
"1070",0.52,"Ideal","D","SI1",62.2,57,1720,5.16,5.13,3.2
"1071",1.15,"Ideal","G","SI2",62.8,57,3613,6.7,6.65,4.19
"1072",0.7,"Fair","I","SI2",65.9,58,1625,5.46,5.5,3.61
"1073",1.01,"Good","D","VS2",64.1,57,4466,6.32,6.22,4.02
"1074",0.8,"Ideal","G","VS2",60.1,57,2550,6.05,6.02,3.63
"1075",0.7,"Very Good","G","VS1",63.1,57,2497,5.7,5.61,3.57
"1076",1.16,"Premium","F","SI2",62.4,59,5164,6.72,6.64,4.17
"1077",0.62,"Premium","H","SI2",61,62,1159,5.47,5.42,3.32
"1078",2,"Premium","G","SI2",62.9,58,13420,7.98,7.92,5
"1079",0.64,"Very Good","D","SI2",62.8,54,1629,5.5,5.52,3.46
"1080",0.6,"Premium","F","SI2",59.5,61,1272,5.48,5.45,3.26
"1081",0.63,"Ideal","F","IF",60.9,57,3749,5.53,5.57,3.38
"1082",1.52,"Very Good","I","SI1",62,58,9664,7.34,7.4,4.57
"1083",0.32,"Premium","G","IF",61,59,952,4.41,4.38,2.68
"1084",1.01,"Premium","G","VS2",60.9,55,5288,6.5,6.48,3.95
"1085",0.91,"Ideal","I","VS1",62.5,55,3669,6.25,6.2,3.89
"1086",1.4,"Ideal","H","SI1",62.4,56,8075,7.11,7.18,4.46
"1087",1.51,"Premium","H","VS2",58.7,61,8630,7.51,7.45,4.39
"1088",1.23,"Premium","J","VS2",61.9,55,5504,6.94,6.88,4.28
"1089",0.32,"Ideal","I","SI1",60.9,55,404,4.45,4.48,2.72
"1090",0.36,"Ideal","E","SI1",60.9,57,597,4.58,4.62,2.8
"1091",0.94,"Premium","H","SI2",61.9,57,3335,6.29,6.21,3.87
"1092",1.04,"Ideal","D","VS1",61.6,57,10709,6.52,6.56,4.03
"1093",0.72,"Ideal","G","VVS1",62.2,54.4,3492,5.73,5.76,3.57
"1094",1.22,"Very Good","G","SI1",62.4,57,6704,6.75,6.8,4.23
"1095",1.03,"Ideal","G","SI2",61.7,55,4391,6.48,6.52,4.01
"1096",1.2,"Ideal","I","SI1",61.5,60,5655,6.85,6.8,4.2
"1097",1.01,"Very Good","F","VS2",62.5,59,6159,6.38,6.42,4
"1098",2.19,"Ideal","I","SI2",61.5,57,15509,8.31,8.44,5.15
"1099",1.34,"Very Good","H","VS2",61.4,58,7965,7.13,7.07,4.36
"1100",0.4,"Good","J","VS1",63.2,57,631,4.7,4.73,2.98
"1101",0.51,"Premium","D","VS2",60.1,59,1977,5.19,5.16,3.11
"1102",0.38,"Very Good","D","VS2",58.8,61,871,4.71,4.74,2.78
"1103",2.01,"Very Good","I","VS2",62.1,60,15919,7.96,8.01,4.96
"1104",0.55,"Ideal","F","SI2",62.4,56,1175,5.22,5.26,3.27
"1105",1.22,"Premium","H","VS1",62.2,58,5773,6.84,6.76,4.23
"1106",0.4,"Very Good","D","SI1",63,59,690,4.69,4.7,2.96
"1107",1.8,"Ideal","H","SI1",62.2,57,9399,7.79,7.71,4.82
"1108",1.67,"Ideal","F","VS2",61.8,57,17351,7.62,7.58,4.7
"1109",1,"Ideal","E","SI1",61.5,57,4864,6.41,6.47,3.96
"1110",0.26,"Ideal","H","VS1",62.2,55,482,4.12,4.14,2.57
"1111",1.06,"Ideal","H","SI2",62.7,57,4523,6.46,6.5,4.06
"1112",1.37,"Premium","H","VS1",60.9,59,8577,7.24,7.17,4.39
"1113",0.51,"Premium","D","VS2",61.9,62,1812,5.12,5.09,3.16
"1114",0.7,"Premium","D","VS1",60.4,58,2956,5.78,5.71,3.47
"1115",1.03,"Premium","E","SI2",62,59,4974,6.49,6.42,4
"1116",0.31,"Ideal","F","VS2",62.6,57,625,4.29,4.33,2.7
"1117",0.56,"Ideal","G","VS1",62,56,1822,5.28,5.3,3.28
"1118",1.52,"Ideal","I","IF",62.2,57,10609,7.33,7.27,4.54
"1119",1.21,"Premium","F","VS2",61.3,58,8139,6.89,6.84,4.21
"1120",1.05,"Ideal","F","VS2",61.6,54,6810,6.54,6.58,4.04
"1121",0.83,"Very Good","H","VS2",59.4,59,3276,6.08,6.11,3.62
"1122",0.4,"Very Good","E","SI1",63,57,725,4.68,4.71,2.96
"1123",1.55,"Ideal","J","VS2",61.4,55,8498,7.41,7.49,4.58
"1124",1.51,"Good","F","SI1",59.5,58,14148,7.35,7.44,4.4
"1125",0.41,"Ideal","D","VS1",62.8,57,1230,4.76,4.73,2.98
"1126",1.01,"Fair","H","SI1",65.3,57,4256,6.33,6.23,4.1
"1127",0.4,"Ideal","D","SI1",60.8,57,990,4.81,4.77,2.91
"1128",0.32,"Ideal","H","VVS2",61.2,56,645,4.4,4.43,2.7
"1129",0.55,"Ideal","F","VS2",61.7,57,1819,5.29,5.24,3.25
"1130",0.4,"Ideal","G","IF",62.2,55,1333,4.73,4.76,2.95
"1131",1.52,"Very Good","G","SI1",62.4,60,11014,7.25,7.34,4.55
"1132",0.32,"Good","F","SI1",63.2,55,533,4.37,4.4,2.77
"1133",0.33,"Ideal","F","VVS1",61.7,57,955,4.44,4.47,2.75
"1134",0.34,"Ideal","F","SI2",61.9,54,426,4.51,4.53,2.8
"1135",0.51,"Ideal","G","VVS2",61.9,55,1974,5.19,5.15,3.2
"1136",0.34,"Ideal","G","VS2",62.2,53,765,4.51,4.46,2.79
"1137",0.71,"Very Good","F","VVS2",62.1,60,3354,5.69,5.72,3.54
"1138",0.78,"Very Good","H","SI2",62.6,59,2405,5.81,5.85,3.65
"1139",0.3,"Good","I","SI1",63.2,55,405,4.25,4.29,2.7
"1140",0.3,"Ideal","G","VVS1",61.7,57,789,4.3,4.32,2.66
"1141",0.52,"Ideal","G","VVS2",62.1,56,2012,5.17,5.14,3.2
"1142",1.06,"Premium","E","SI1",60.8,58,5485,6.59,6.54,3.99
"1143",0.8,"Very Good","H","VS1",61.7,62,3209,5.89,5.94,3.65
"1144",0.91,"Premium","G","SI1",62.6,58,3975,6.17,6.14,3.85
"1145",1.52,"Good","J","VVS2",57.9,62,8861,7.61,7.63,4.41
"1146",0.44,"Premium","E","SI1",62.3,58,998,4.88,4.85,3.03
"1147",1.01,"Very Good","D","VS2",63.1,60,7127,6.39,6.35,4.02
"1148",1.01,"Ideal","G","VS2",62.1,58,6587,6.38,6.43,3.98
"1149",1.2,"Very Good","G","SI2",62.1,56,5183,6.79,6.87,4.24
"1150",0.52,"Ideal","D","SI2",61,56,1158,5.17,5.22,3.17
"1151",0.71,"Ideal","G","VVS2",61.3,56,3307,5.75,5.77,3.53
"1152",1.01,"Ideal","H","SI1",61.8,54,5158,6.48,6.44,3.99
"1153",0.35,"Very Good","D","VS1",59.9,56,846,4.61,4.64,2.77
"1154",0.53,"Very Good","I","VS1",61.6,56.7,1286,5.18,5.21,3.2
"1155",0.57,"Premium","F","SI2",60.7,59,1746,5.38,5.33,3.25
"1156",1.07,"Ideal","J","SI1",62.1,56,4276,6.54,6.6,4.08
"1157",0.72,"Very Good","G","VS2",62,56,2578,5.75,5.77,3.57
"1158",1.11,"Ideal","E","VS2",62.1,53,8698,6.67,6.69,4.14
"1159",0.91,"Very Good","H","VS2",63.7,57,3924,6.1,6.12,3.89
"1160",0.7,"Premium","G","VVS2",61.8,58,2874,5.67,5.63,3.49
"1161",0.34,"Ideal","G","IF",61.9,57,1014,4.47,4.48,2.77
"1162",1,"Good","E","SI2",57.9,59,3752,6.65,6.51,3.8
"1163",0.31,"Very Good","H","SI1",62.4,57,435,4.31,4.35,2.7
"1164",0.71,"Very Good","E","VS2",60.7,56,2795,5.81,5.82,3.53
"1165",0.25,"Very Good","E","VVS2",62,56,560,4.05,4.08,2.52
"1166",0.72,"Ideal","E","VS2",62,56,2962,5.73,5.76,3.56
"1167",0.5,"Fair","G","I1",64.9,57,727,5.01,4.97,3.24
"1168",1.51,"Premium","H","SI2",62.3,62,7018,7.32,7.21,4.51
"1169",0.26,"Premium","H","VS1",62.3,59,491,4.1,4.06,2.54
"1170",1.3,"Ideal","F","VVS2",62.1,55,12745,7.04,6.96,4.35
"1171",1.01,"Good","I","VS2",57.1,63,3717,6.6,6.56,3.76
"1172",0.74,"Premium","E","SI2",58.8,60,2512,5.93,5.91,3.48
"1173",1.7,"Premium","I","VVS2",61.8,61,11481,7.57,7.5,4.66
"1174",1.61,"Very Good","E","SI2",63,59.9,10891,7.42,7.45,4.68
"1175",0.43,"Ideal","F","SI2",61.6,55,698,4.87,4.9,3.01
"1176",1.65,"Ideal","H","VVS2",62.1,56,12225,7.68,7.65,4.76
"1177",0.3,"Good","H","SI1",63.4,60,432,4.23,4.25,2.69
"1178",0.3,"Ideal","I","VS2",62,55,438,4.3,4.35,2.68
"1179",0.5,"Very Good","I","SI1",62.4,58,1048,5,5.06,3.14
"1180",0.31,"Ideal","H","IF",60.8,56,1081,4.42,4.4,2.68
"1181",0.7,"Very Good","I","SI1",63.8,56,1973,5.58,5.62,3.57
"1182",0.4,"Good","F","VVS1",61.9,61,1349,4.71,4.73,2.92
"1183",0.3,"Premium","H","SI1",60.1,55,554,4.41,4.38,2.64
"1184",0.4,"Ideal","F","SI1",62,54,694,4.76,4.79,2.96
"1185",2.21,"Very Good","I","SI1",62.9,59,17784,8.3,8.34,5.23
"1186",1.05,"Ideal","G","VVS1",60.7,55,8946,6.6,6.65,4.02
"1187",1.6,"Good","H","VS1",59.9,61,12546,7.59,7.56,4.54
"1188",1.05,"Premium","E","SI1",61.8,56,5821,6.57,6.5,4.04
"1189",0.58,"Ideal","D","VVS2",63,56,2421,5.35,5.28,3.35
"1190",0.72,"Very Good","E","VS2",63,57,2923,5.69,5.73,3.6
"1191",1.5,"Very Good","H","SI1",63.5,58,7459,7.23,7.17,4.57
"1192",0.33,"Ideal","H","VVS1",61.7,56,965,4.48,4.46,2.76
"1193",0.41,"Ideal","E","SI1",62.9,57,969,4.78,4.73,2.99
"1194",1.26,"Very Good","H","VS2",63.8,52,7567,6.89,6.84,4.38
"1195",1.2,"Premium","E","SI2",58.2,59,5268,6.98,6.9,4.04
"1196",1.2,"Very Good","I","VVS2",59.9,55,6558,6.88,6.94,4.14
"1197",0.7,"Very Good","F","SI1",62.7,57,2196,5.63,5.67,3.54
"1198",0.43,"Ideal","G","VS1",61.3,57,1008,4.88,4.85,2.98
"1199",0.98,"Fair","E","SI2",53.3,67,2855,6.82,6.74,3.61
"1200",2.11,"Premium","D","SI2",58.7,60,15198,8.45,8.41,4.95
"1201",0.33,"Ideal","E","VS1",61.5,56.2,771,4.42,4.45,2.73
"1202",1.48,"Very Good","H","SI1",62.5,59,8815,7.16,7.23,4.5
"1203",0.71,"Very Good","E","VS2",63.5,59,2858,5.68,5.59,3.58
"1204",2,"Good","F","SI1",63,61,18376,7.85,7.99,4.99
"1205",0.32,"Ideal","H","VS1",61.8,53,516,4.41,4.43,2.73
"1206",0.91,"Good","H","SI1",63.8,56,3323,6.09,6.04,3.87
"1207",0.41,"Premium","G","VS2",61.5,58,827,4.8,4.82,2.96
"1208",1.6,"Premium","J","VS1",62.6,59,7903,7.51,7.4,4.66
"1209",0.33,"Good","E","SI1",63.8,55,743,4.38,4.36,2.79
"1210",0.74,"Premium","I","VS1",62.9,57,2193,5.79,5.76,3.63
"1211",1.59,"Premium","F","SI2",60.3,59,9972,7.6,7.55,4.57
"1212",1.5,"Ideal","H","VS2",62.2,57,10692,7.27,7.33,4.54
"1213",0.8,"Very Good","F","VS2",63.3,59.8,3283,5.79,5.83,3.68
"1214",0.82,"Ideal","I","VS1",61.4,57,2557,5.98,6.03,3.69
"1215",0.32,"Ideal","G","VVS2",62.4,56,730,4.4,4.42,2.75
"1216",0.43,"Very Good","E","VVS2",60.8,57,1245,4.89,4.92,2.98
"1217",1.39,"Ideal","E","VS2",60.8,57,11726,7.24,7.21,4.39
"1218",0.41,"Premium","D","SI2",62.3,58,683,4.74,4.77,2.96
"1219",1.15,"Ideal","G","VVS1",60.6,56,9377,6.83,6.8,4.13
"1220",0.9,"Premium","F","SI1",61.7,62,3936,6.19,6.13,3.8
"1221",1.23,"Premium","G","VS1",59.6,60,8293,6.99,6.94,4.15
"1222",0.41,"Ideal","F","VS1",62.3,55,1007,4.77,4.79,2.98
"1223",0.43,"Ideal","G","IF",61.8,55,1433,4.85,4.89,3.01
"1224",0.53,"Very Good","E","SI1",61.6,58,1395,5.19,5.23,3.21
"1225",1.01,"Good","E","SI1",62.6,61,4743,6.38,6.43,4.01
"1226",0.7,"Very Good","F","IF",61.5,58,3887,5.65,5.7,3.49
"1227",0.91,"Good","H","SI1",63.9,60,3425,6.13,6.08,3.9
"1228",0.41,"Ideal","G","VVS1",61.8,55,1151,4.76,4.78,2.95
"1229",0.32,"Ideal","F","VS2",61.3,57,828,4.4,4.37,2.69
"1230",0.7,"Premium","G","SI1",59.1,59,2042,5.77,5.83,3.43
"1231",2.46,"Ideal","G","SI2",63,56,15745,8.6,8.52,5.44
"1232",1.51,"Good","E","I1",57.5,59,5601,7.56,7.51,4.33
"1233",0.3,"Very Good","E","VVS1",61.8,56,1006,4.29,4.32,2.66
"1234",1.05,"Premium","G","VS1",61.8,58,6146,6.54,6.51,4.03
"1235",1.03,"Ideal","D","SI1",62.4,57,5653,6.47,6.44,4.03
"1236",0.41,"Ideal","F","SI1",62.7,57,755,4.7,4.74,2.96
"1237",0.41,"Ideal","D","SI2",62.6,55,876,4.8,4.76,2.99
"1238",1.28,"Very Good","I","SI1",63.6,54,5920,6.87,6.9,4.38
"1239",0.81,"Ideal","G","SI2",61.6,56,2789,5.97,6.01,3.69
"1240",0.7,"Very Good","G","VS1",59.2,58,2676,5.8,5.83,3.44
"1241",2.14,"Premium","I","VS2",59.3,59,15418,8.39,8.43,5
"1242",0.55,"Ideal","D","VS2",61,56,1768,5.31,5.28,3.23
"1243",0.91,"Premium","E","SI1",62.6,58,4138,6.17,6.14,3.85
"1244",0.5,"Premium","E","VS2",61.4,58,1624,5.07,5.12,3.13
"1245",0.36,"Ideal","E","SI1",62.1,56,810,4.59,4.56,2.84
"1246",1.5,"Very Good","H","VS2",63.4,57,10206,7.27,7.2,4.59
"1247",0.38,"Very Good","F","SI2",61,61,600,4.61,4.67,2.83
"1248",1.24,"Ideal","H","VS1",61.6,56,7743,6.95,6.87,4.26
"1249",0.5,"Very Good","D","SI1",62.8,53,1436,5.04,5.08,3.18
"1250",1.57,"Very Good","I","VS2",60.3,58,10447,7.58,7.55,4.56
"1251",0.3,"Ideal","F","SI1",62.1,55,475,4.31,4.35,2.69
"1252",0.7,"Ideal","J","VS2",62.6,57,1874,5.64,5.67,3.54
"1253",0.3,"Premium","J","VS1",62.6,58,506,4.31,4.28,2.69
"1254",0.23,"Ideal","E","VS2",61.7,55,548,3.98,4,2.46
"1255",0.4,"Very Good","I","VVS1",63.3,57,1080,4.71,4.67,2.97
"1256",0.3,"Premium","G","VVS1",62.8,58,1013,4.3,4.27,2.69
"1257",0.36,"Ideal","H","VVS1",61.5,56,794,4.57,4.6,2.82
"1258",1.11,"Ideal","H","SI1",61.6,56,5456,6.69,6.65,4.11
"1259",0.55,"Ideal","G","VS1",60.9,55,1786,5.29,5.32,3.23
"1260",1.23,"Premium","G","VS1",61.3,58,8759,6.87,6.89,4.22
"1261",0.34,"Very Good","I","SI1",61.8,57,447,4.46,4.51,2.77
"1262",1.52,"Premium","H","SI1",62.5,58,10330,7.34,7.28,4.57
"1263",0.33,"Ideal","D","VS2",61.9,53,1002,4.49,4.46,2.77
"1264",0.92,"Premium","D","SI2",62.5,59,3550,6.24,6.2,3.89
"1265",0.57,"Very Good","D","SI1",61.1,56,1754,5.33,5.38,3.27
"1266",0.35,"Good","E","SI2",63.9,55,491,4.48,4.5,2.87
"1267",0.91,"Good","F","SI1",63.7,58,3993,6.1,6.17,3.91
"1268",1.04,"Ideal","F","SI1",61.2,56,5145,6.54,6.6,4.02
"1269",1.01,"Ideal","G","VS2",59.7,57,6024,6.49,6.44,3.86
"1270",0.5,"Ideal","E","VS2",62.2,56,1629,5.12,5.11,3.18
"1271",0.51,"Premium","D","SI1",60.9,59,1687,5.19,5.13,3.14
"1272",1.21,"Very Good","J","SI1",62.7,57,4312,6.72,6.77,4.23
"1273",0.5,"Premium","D","SI1",61.4,59,1363,5.12,5.08,3.13
"1274",1.2,"Ideal","H","SI2",62.6,58,5613,6.74,6.81,4.24
"1275",2.13,"Premium","H","SI2",62.4,56,12753,8.26,8.19,5.13
"1276",0.31,"Ideal","F","VS2",61.3,57,802,4.34,4.3,2.65
"1277",0.33,"Ideal","E","VVS2",61.6,55,917,4.43,4.47,2.74
"1278",1.34,"Very Good","G","SI2",63.2,57,5245,6.98,6.95,4.4
"1279",1.12,"Premium","I","VS1",62.2,59,5058,6.66,6.59,4.12
"1280",1.1,"Ideal","H","SI1",61.4,55,5424,6.68,6.7,4.11
"1281",0.23,"Very Good","G","VS2",62.8,53,369,3.91,3.93,2.46
"1282",0.78,"Very Good","H","SI2",63.1,56,2348,5.84,5.88,3.7
"1283",1.6,"Premium","D","SI2",61.9,58,10064,7.54,7.49,4.65
"1284",1.03,"Ideal","F","I1",61.1,55,3507,6.54,6.51,3.99
"1285",1.5,"Premium","E","SI2",63,59,9072,7.24,7.18,4.54
"1286",0.7,"Ideal","F","VS1",61.6,54,2839,5.75,5.72,3.53
"1287",1.38,"Premium","J","SI1",59,59,5912,7.38,7.32,4.34
"1288",1.23,"Ideal","F","VS2",61.7,57,9376,6.9,6.94,4.27
"1289",0.51,"Premium","F","VS1",61.7,58,1971,5.11,5.07,3.14
"1290",0.3,"Ideal","D","VVS1",61.9,57,905,4.27,4.29,2.65
"1291",0.76,"Ideal","E","SI1",62.4,57,3087,5.83,5.87,3.65
"1292",0.33,"Ideal","G","VS1",62.4,56,854,4.45,4.43,2.77
"1293",0.51,"Premium","E","VVS2",61,61,2060,5.17,5.13,3.14
"1294",0.51,"Ideal","E","VS2",61.7,53,1590,5.18,5.2,3.2
"1295",0.7,"Premium","G","VS1",61,59,2535,5.77,5.68,3.49
"1296",0.6,"Premium","D","SI1",61.6,58,1896,5.42,5.45,3.35
"1297",0.33,"Good","F","VS2",63.2,56,666,4.39,4.41,2.78
"1298",0.74,"Ideal","F","SI1",62.5,56,2702,5.8,5.76,3.61
"1299",2.03,"Premium","G","VS2",59.6,60,18680,8.27,8.21,4.91
"1300",1.13,"Ideal","H","I1",62.2,55,3678,6.65,6.69,4.15
"1301",1.36,"Ideal","I","SI1",62,56,7218,7.08,7.11,4.4
"1302",0.89,"Premium","H","VS1",60.5,59,3489,6.22,6.17,3.75
"1303",0.25,"Very Good","G","VS2",61.9,57,407,4.05,4.08,2.51
"1304",0.33,"Ideal","E","VVS2",61.2,56,814,4.46,4.5,2.74
"1305",0.32,"Ideal","F","VVS2",62.1,54,786,4.41,4.44,2.75
"1306",0.8,"Good","H","VS2",63.4,60,2845,5.92,5.82,3.72
"1307",0.71,"Ideal","F","VS1",62.1,57,3066,5.73,5.76,3.57
"1308",0.53,"Ideal","F","VS2",61.5,55,1753,5.27,5.2,3.22
"1309",0.5,"Very Good","F","SI2",62.4,56,1147,5.08,5.12,3.18
"1310",1.2,"Ideal","I","SI1",62.6,58,5376,6.74,6.71,4.21
"1311",1.06,"Premium","G","SI2",61.1,62,4238,6.61,6.55,4.02
"1312",1.51,"Good","I","SI2",63.6,60,7957,7.27,7.23,4.61
"1313",0.91,"Very Good","D","SI2",62.7,59,3298,6.16,6.22,3.88
"1314",0.8,"Ideal","G","VS2",61.2,57,2969,6.02,6.07,3.7
"1315",1.21,"Ideal","H","VS1",62,57,5902,6.79,6.75,4.19
"1316",1.54,"Premium","I","SI1",60.9,59,8258,7.42,7.46,4.53
"1317",0.32,"Premium","F","SI1",60,59,684,4.45,4.42,2.66
"1318",1.13,"Ideal","G","VS2",61.6,57,7290,6.7,6.68,4.12
"1319",0.52,"Ideal","H","VS1",62.4,55,1577,5.19,5.17,3.23
"1320",0.7,"Ideal","E","VS1",62.3,54,3345,5.67,5.71,3.54
"1321",0.74,"Fair","E","I1",58.2,65,1865,6.03,5.89,3.47
"1322",1,"Ideal","F","VVS2",61.3,56,5914,6.44,6.41,3.94
"1323",0.31,"Ideal","D","SI1",62.7,56,571,4.32,4.36,2.72
"1324",0.56,"Ideal","G","VS1",61.2,54,1890,5.36,5.32,3.27
"1325",0.71,"Premium","E","VS1",59.7,57,2920,5.87,5.78,3.48
"1326",0.39,"Ideal","G","SI1",60.7,57,665,4.69,4.8,2.88
"1327",0.58,"Ideal","F","SI1",59.9,56,1442,5.41,5.47,3.26
"1328",0.34,"Very Good","D","SI1",62,56,626,4.43,4.47,2.76
"1329",0.33,"Premium","E","VS2",60.6,60,723,4.43,4.48,2.7
"1330",0.7,"Ideal","E","SI1",62.6,57,2656,5.64,5.67,3.54
"1331",0.42,"Ideal","E","VS2",62.2,55,1024,4.83,4.79,2.99
"1332",0.62,"Fair","J","SI1",65.4,59,1101,5.39,5.28,3.49
"1333",0.91,"Very Good","H","VVS2",62.9,58,4665,6.14,6.17,3.87
"1334",1.2,"Very Good","F","VS2",62.4,58,8829,6.75,6.81,4.23
"1335",0.92,"Premium","J","SI1",62.9,58,2858,6.22,6.18,3.9
"1336",0.72,"Ideal","F","SI1",61.7,59,2706,5.75,5.79,3.56
"1337",1.04,"Ideal","G","SI2",61.4,57,4455,6.54,6.48,4
"1338",1.03,"Ideal","G","SI1",62.4,57,4764,6.52,6.47,4.05
"1339",0.53,"Ideal","H","VVS1",60.8,56,1781,5.24,5.26,3.19
"1340",0.3,"Ideal","E","VVS2",61.3,57,949,4.3,4.32,2.64
"1341",0.23,"Ideal","G","VVS1",60.8,57,536,3.96,3.99,2.41
"1342",0.55,"Premium","E","VS2",62.3,60,2030,5.26,5.18,3.25
"1343",0.7,"Ideal","I","SI1",60.4,57,2623,5.75,5.79,3.49
"1344",0.32,"Ideal","G","VS2",61.4,55,720,4.46,4.4,2.72
"1345",0.74,"Fair","D","VVS2",65.4,53,4040,5.73,5.71,3.74
"1346",0.72,"Ideal","J","VVS1",62.5,56,2249,5.71,5.74,3.58
"1347",0.31,"Ideal","D","SI1",61.8,57,732,4.36,4.32,2.68
"1348",1,"Good","I","VS2",61.7,60.2,4761,6.29,6.35,3.9
"1349",1.04,"Premium","I","VS1",61.6,56,4892,6.59,6.52,4.04
"1350",0.3,"Premium","J","VS1",62.7,59,506,4.28,4.24,2.67
"1351",0.71,"Premium","I","VVS2",61.9,60,2428,5.69,5.75,3.54
"1352",0.85,"Premium","J","VS2",60.7,58,2295,6.12,6.08,3.71
"1353",0.41,"Very Good","E","SI1",62.9,57,755,4.72,4.76,2.98
"1354",0.32,"Ideal","I","VS1",62.3,57,505,4.37,4.42,2.74
"1355",0.31,"Premium","I","VS1",59.2,60,628,4.45,4.4,2.62
"1356",0.5,"Very Good","G","VVS2",61.3,57,1729,5.12,5.15,3.15
"1357",0.31,"Very Good","G","SI1",61.8,55,490,4.35,4.38,2.69
"1358",0.77,"Ideal","G","VS2",61.7,55,3786,5.89,5.91,3.64
"1359",0.38,"Ideal","H","VVS2",62.1,54,898,4.62,4.66,2.88
"1360",1.01,"Good","E","SI1",60.9,64,4853,6.29,6.22,3.81
"1361",1.06,"Very Good","D","SI1",59.4,57,5713,6.65,6.72,3.97
"1362",1.05,"Ideal","F","SI1",62,55,5557,6.54,6.5,4.04
"1363",0.7,"Premium","F","SI1",60.2,58,2319,5.76,5.7,3.45
"1364",0.34,"Ideal","G","VVS2",62.1,55,995,4.48,4.44,2.77
"1365",0.58,"Ideal","F","VS1",60.4,57,2245,5.42,5.37,3.26
"1366",1.18,"Ideal","G","VS1",61.3,56,8414,6.81,6.83,4.17
